time,shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),temperature_2m (°C),cloud_cover (%),global_tilted_irradiance (W/m²)
2025-03-24 16:15:00,343.0,77.75,265.25,691.825,8.700000000000001,66.5,595.3000000000001
2025-03-24 16:30:00,310.0,75.5,234.5,658.75,8.600000000000001,55.0,589.9000000000001
2025-03-24 16:45:00,277.0,73.25,203.75,625.675,8.5,43.5,584.5
2025-03-24 17:00:00,244.0,71.0,173.0,592.6,8.4,32.0,579.1
2025-03-24 17:15:00,210.75,64.25,146.5,550.95,8.125,39.5,545.975
2025-03-24 17:30:00,177.5,57.5,120.0,509.3,7.85,47.0,512.85
2025-03-24 17:45:00,144.25,50.75,93.5,467.65,7.575,54.5,479.725
2025-03-24 18:00:00,111.0,44.0,67.0,426.0,7.3,62.0,446.6
2025-03-24 18:15:00,86.5,35.0,51.5,335.225,6.975,58.25,351.925
2025-03-24 18:30:00,62.0,26.0,36.0,244.45,6.65,54.5,257.25
2025-03-24 18:45:00,37.5,17.0,20.5,153.67499999999995,6.325,50.75,162.575
2025-03-24 19:00:00,13.0,8.0,5.0,62.9,6.0,47.0,67.9
2025-03-24 19:15:00,9.75,6.0,3.75,47.175,5.825,60.25,50.925000000000004
2025-03-24 19:30:00,6.5,4.0,2.5,31.45,5.65,73.5,33.95
2025-03-24 19:45:00,3.25,2.0,1.25,15.725000000000001,5.475,86.75,16.975
2025-03-24 20:00:00,0.0,0.0,0.0,0.0,5.3,100.0,0.0
2025-03-24 20:15:00,0.0,0.0,0.0,0.0,5.2,85.5,0.0
2025-03-24 20:30:00,0.0,0.0,0.0,0.0,5.1,71.0,0.0
2025-03-24 20:45:00,0.0,0.0,0.0,0.0,5.0,56.5,0.0
2025-03-24 21:00:00,0.0,0.0,0.0,0.0,4.9,42.0,0.0
2025-03-24 21:15:00,0.0,0.0,0.0,0.0,4.875,56.5,0.0
2025-03-24 21:30:00,0.0,0.0,0.0,0.0,4.85,71.0,0.0
2025-03-24 21:45:00,0.0,0.0,0.0,0.0,4.825,85.5,0.0
2025-03-24 22:00:00,0.0,0.0,0.0,0.0,4.8,100.0,0.0
2025-03-24 22:15:00,0.0,0.0,0.0,0.0,4.775,100.0,0.0
2025-03-24 22:30:00,0.0,0.0,0.0,0.0,4.75,100.0,0.0
2025-03-24 22:45:00,0.0,0.0,0.0,0.0,4.725,100.0,0.0
2025-03-24 23:00:00,0.0,0.0,0.0,0.0,4.7,100.0,0.0
2025-03-24 23:15:00,0.0,0.0,0.0,0.0,4.5,99.75,0.0
2025-03-24 23:30:00,0.0,0.0,0.0,0.0,4.3,99.5,0.0
2025-03-24 23:45:00,0.0,0.0,0.0,0.0,4.1,99.25,0.0
2025-03-25 00:00:00,0.0,0.0,0.0,0.0,3.9,99.0,0.0
2025-03-25 00:15:00,0.0,0.0,0.0,0.0,3.7,99.0,0.0
2025-03-25 00:30:00,0.0,0.0,0.0,0.0,3.5,99.0,0.0
2025-03-25 00:45:00,0.0,0.0,0.0,0.0,3.3,99.0,0.0
2025-03-25 01:00:00,0.0,0.0,0.0,0.0,3.1,99.0,0.0
2025-03-25 01:15:00,0.0,0.0,0.0,0.0,3.15,99.25,0.0
2025-03-25 01:30:00,0.0,0.0,0.0,0.0,3.2,99.5,0.0
2025-03-25 01:45:00,0.0,0.0,0.0,0.0,3.25,99.75,0.0
2025-03-25 02:00:00,0.0,0.0,0.0,0.0,3.3,100.0,0.0
2025-03-25 02:15:00,0.0,0.0,0.0,0.0,3.3499999999999996,100.0,0.0
2025-03-25 02:30:00,0.0,0.0,0.0,0.0,3.4,100.0,0.0
2025-03-25 02:45:00,0.0,0.0,0.0,0.0,3.45,100.0,0.0
2025-03-25 03:00:00,0.0,0.0,0.0,0.0,3.5,100.0,0.0
2025-03-25 03:15:00,0.0,0.0,0.0,0.0,3.575,100.0,0.0
2025-03-25 03:30:00,0.0,0.0,0.0,0.0,3.65,100.0,0.0
2025-03-25 03:45:00,0.0,0.0,0.0,0.0,3.7249999999999996,100.0,0.0
2025-03-25 04:00:00,0.0,0.0,0.0,0.0,3.8,100.0,0.0
2025-03-25 04:15:00,0.0,0.0,0.0,0.0,3.925,100.0,0.0
2025-03-25 04:30:00,0.0,0.0,0.0,0.0,4.05,100.0,0.0
2025-03-25 04:45:00,0.0,0.0,0.0,0.0,4.175,100.0,0.0
2025-03-25 05:00:00,0.0,0.0,0.0,0.0,4.3,100.0,0.0
2025-03-25 05:15:00,0.0,0.0,0.0,0.0,4.35,100.0,0.0
2025-03-25 05:30:00,0.0,0.0,0.0,0.0,4.4,100.0,0.0
2025-03-25 05:45:00,0.0,0.0,0.0,0.0,4.45,100.0,0.0
2025-03-25 06:00:00,0.0,0.0,0.0,0.0,4.5,100.0,0.0
2025-03-25 06:15:00,0.75,0.75,0.0,0.0,4.575,100.0,0.45
2025-03-25 06:30:00,1.5,1.5,0.0,0.0,4.65,100.0,0.9
2025-03-25 06:45:00,2.25,2.25,0.0,0.0,4.725,100.0,1.35
2025-03-25 07:00:00,3.0,3.0,0.0,0.0,4.8,100.0,1.8
2025-03-25 07:15:00,9.5,9.5,0.0,0.0,4.925,100.0,5.699999999999999
2025-03-25 07:30:00,16.0,16.0,0.0,0.0,5.05,100.0,9.6
2025-03-25 07:45:00,22.5,22.5,0.0,0.0,5.175,100.0,13.5
2025-03-25 08:00:00,29.0,29.0,0.0,0.0,5.3,100.0,17.4
2025-03-25 08:15:00,31.75,31.75,0.0,0.0,5.4,100.0,19.049999999999997
2025-03-25 08:30:00,34.5,34.5,0.0,0.0,5.5,100.0,20.7
2025-03-25 08:45:00,37.25,37.25,0.0,0.0,5.6,100.0,22.35
2025-03-25 09:00:00,40.0,40.0,0.0,0.0,5.7,100.0,24.0
2025-03-25 09:15:00,42.75,42.75,0.0,0.0,5.775,100.0,25.65
2025-03-25 09:30:00,45.5,45.5,0.0,0.0,5.85,100.0,27.3
2025-03-25 09:45:00,48.25,48.25,0.0,0.0,5.925,100.0,28.950000000000003
2025-03-25 10:00:00,51.0,51.0,0.0,0.0,6.0,100.0,30.6
2025-03-25 10:15:00,54.5,54.5,0.0,0.0,6.175,100.0,32.7
2025-03-25 10:30:00,58.0,58.0,0.0,0.0,6.35,100.0,34.8
2025-03-25 10:45:00,61.5,61.5,0.0,0.0,6.525,100.0,36.9
2025-03-25 11:00:00,65.0,65.0,0.0,0.0,6.7,100.0,39.0
2025-03-25 11:15:00,75.5,75.5,0.0,0.0,6.875,100.0,45.3
2025-03-25 11:30:00,86.0,86.0,0.0,0.0,7.050000000000001,100.0,51.6
2025-03-25 11:45:00,96.5,96.5,0.0,0.0,7.2250000000000005,100.0,57.900000000000006
2025-03-25 12:00:00,107.0,107.0,0.0,0.0,7.4,100.0,64.2
2025-03-25 12:15:00,103.5,103.5,0.0,0.0,7.4750000000000005,100.0,62.1
2025-03-25 12:30:00,100.0,100.0,0.0,0.0,7.550000000000001,100.0,60.0
2025-03-25 12:45:00,96.5,96.5,0.0,0.0,7.625,100.0,57.9
2025-03-25 13:00:00,93.0,93.0,0.0,0.0,7.7,100.0,55.8
2025-03-25 13:15:00,111.25,107.0,4.25,7.575,7.9750000000000005,100.0,66.75
2025-03-25 13:30:00,129.5,121.0,8.5,15.15,8.25,100.0,77.69999999999999
2025-03-25 13:45:00,147.75,135.0,12.75,22.725,8.525,100.0,88.64999999999999
2025-03-25 14:00:00,166.0,149.0,17.0,30.3,8.8,100.0,99.6
2025-03-25 14:15:00,185.0,167.25,17.75,32.65,9.05,100.0,113.65
2025-03-25 14:30:00,204.0,185.5,18.5,35.0,9.3,100.0,127.7
2025-03-25 14:45:00,223.0,203.75,19.25,37.35,9.55,100.0,141.75
2025-03-25 15:00:00,242.0,222.0,20.0,39.7,9.8,100.0,155.8
2025-03-25 15:15:00,204.5,189.25,15.25,30.375,9.725000000000001,100.0,130.95000000000002
2025-03-25 15:30:00,167.0,156.5,10.5,21.05,9.65,100.0,106.10000000000001
2025-03-25 15:45:00,129.5,123.75,5.75,11.725000000000001,9.575,100.0,81.25
2025-03-25 16:00:00,92.0,91.0,1.0,2.4,9.5,100.0,56.4
2025-03-25 16:15:00,88.25,86.5,1.75,5.175,9.4,100.0,56.3
2025-03-25 16:30:00,84.5,82.0,2.5,7.949999999999999,9.3,100.0,56.2
2025-03-25 16:45:00,80.75,77.5,3.25,10.725,9.2,100.0,56.1
2025-03-25 17:00:00,77.0,73.0,4.0,13.5,9.1,100.0,56.0
2025-03-25 17:15:00,65.25,62.0,3.25,11.675,8.975,100.0,47.875
2025-03-25 17:30:00,53.5,51.0,2.5,9.85,8.85,100.0,39.75
2025-03-25 17:45:00,41.75,40.0,1.75,8.025,8.725,100.0,31.625
2025-03-25 18:00:00,30.0,29.0,1.0,6.2,8.6,100.0,23.5
2025-03-25 18:15:00,23.5,22.75,0.75,4.65,8.5,100.0,18.225
2025-03-25 18:30:00,17.0,16.5,0.5,3.1,8.399999999999999,100.0,12.95
2025-03-25 18:45:00,10.5,10.25,0.25,1.5499999999999998,8.299999999999999,100.0,7.674999999999999
2025-03-25 19:00:00,4.0,4.0,0.0,0.0,8.2,100.0,2.4
2025-03-25 19:15:00,3.0,3.0,0.0,0.0,8.149999999999999,100.0,1.7999999999999998
2025-03-25 19:30:00,2.0,2.0,0.0,0.0,8.1,100.0,1.2
2025-03-25 19:45:00,1.0,1.0,0.0,0.0,8.05,100.0,0.6000000000000001
2025-03-25 20:00:00,0.0,0.0,0.0,0.0,8.0,100.0,0.0
2025-03-25 20:15:00,0.0,0.0,0.0,0.0,7.85,99.5,0.0
2025-03-25 20:30:00,0.0,0.0,0.0,0.0,7.7,99.0,0.0
2025-03-25 20:45:00,0.0,0.0,0.0,0.0,7.550000000000001,98.5,0.0
2025-03-25 21:00:00,0.0,0.0,0.0,0.0,7.4,98.0,0.0
2025-03-25 21:15:00,0.0,0.0,0.0,0.0,7.2,98.5,0.0
2025-03-25 21:30:00,0.0,0.0,0.0,0.0,7.0,99.0,0.0
2025-03-25 21:45:00,0.0,0.0,0.0,0.0,6.8,99.5,0.0
2025-03-25 22:00:00,0.0,0.0,0.0,0.0,6.6,100.0,0.0
2025-03-25 22:15:00,0.0,0.0,0.0,0.0,6.625,100.0,0.0
2025-03-25 22:30:00,0.0,0.0,0.0,0.0,6.65,100.0,0.0
2025-03-25 22:45:00,0.0,0.0,0.0,0.0,6.675,100.0,0.0
2025-03-25 23:00:00,0.0,0.0,0.0,0.0,6.7,100.0,0.0
